clade_name,mean.all,mean.1,mean.2,pct.all,pct.1,pct.2,diff,log2fc,pval,p.adj,status
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,0.8960128735632183,1.6440572,0.5943820967741935,0.8735632183908046,1,0.8225806451612904,1.0496751032258065,1.4677963778018643,1.6014980339330232e-5,8.190278932562345e-5,up
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis,0.04866011494252873,0.0195392,0.060402419354838706,0.367816091954023,0.92,0.14516129032258066,-0.040863219354838706,-1.6281849870397997,1.969359311052409e-8,2.2164945971452602e-7,unchange
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris,0.0058697701149425284,0.0152008,0.002107258064516129,0.6206896551724138,1,0.46774193548387094,0.013093541935483871,2.850118780854452,2.6071917756060984e-8,2.771348294810927e-7,unchange
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Collinsella_massiliensis,8.879310344827586e-4,0.0029492,5.67741935483871e-5,0.26436781609195403,0.84,0.03225806451612903,0.0028924258064516126,5.674243734055323,6.312875151665672e-14,3.826396196431078e-12,unchange
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis,0.007909425287356322,0.0012636,0.010589193548387096,0.2413793103448276,0.64,0.08064516129032258,-0.009325593548387096,-3.0659759268023743,4.1773801110440773e-7,3.2846797037524666e-6,unchange
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens,0.031217816091954023,0.023542,0.03431290322580645,0.6781609195402298,0.76,0.6451612903225806,-0.010770903225806448,-0.543495073061079,0.6031217303224164,0.6399110410444863,unchange
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus,0.009688735632183908,0.0062396,0.011079516129032258,0.5517241379310345,0.6,0.532258064516129,-0.0048399161290322585,-0.8282684352954593,0.6688545446873736,0.7070396107744981,unchange
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,0.01651344827586207,0.0179356,0.01594,0.42528735632183906,0.52,0.3870967741935484,0.0019956,0.1701643095457038,0.4437405043656489,0.5145596959714797,unchange
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_caecimuris,8.804597701149425e-5,2.66e-4,1.629032258064516e-5,0.06896551724137931,0.16,0.03225806451612903,2.4970967741935485e-4,3.948803051616657,0.033627382792587326,0.061865761932516423,unchange
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,0.004408390804597701,0.0040108,0.004568709677419355,0.47126436781609193,0.68,0.3870967741935484,-5.579096774193546e-4,-0.18785282579883267,0.24059032998142704,0.30021489002030244,unchange
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_exigua,4.629885057471264e-4,0.0016112,0,0.022988505747126436,0.08,0,0.0016112,10.65481501184696,0.026286552271558142,0.048830035611243924,unchange
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens,0.018722298850574713,0.03747,0.011162741935483871,0.26436781609195403,0.68,0.0967741935483871,0.026307258064516132,1.7469537997064606,7.713602925606961e-8,7.249153333599751e-7,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_bacterium_oral_taxon_272,2.832183908045977e-4,9.855999999999999e-4,0,0.022988505747126436,0.08,0,9.855999999999999e-4,9.94632147710713,0.026286552271558142,0.048830035611243924,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,0.760593908045977,0.8076768,0.741608870967742,0.9310344827586207,1,0.9032258064516129,0.066067929032258,0.12311943910609145,0.5639825251575101,0.6017211327888676,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,0.04854689655172414,0.0079904,0.06490032258064517,0.4827586206896552,0.64,0.41935483870967744,-0.056909922580645166,-3.0217277045027497,0.588790873671343,0.6258628916432423,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus,0.05510206896551724,0.0145728,0.07144451612903226,0.27586206896551724,0.32,0.25806451612903225,-0.05687171612903226,-2.2934663741545798,0.7164381555237149,0.7518016476610829,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola,0.4990035632183908,0.0223148,0.6912167741935484,0.40229885057471265,0.4,0.4032258064516129,-0.6689019741935485,-4.953002884035946,0.22388442784110169,0.28181943329121134,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus,0.09820287356321838,0.013219999999999999,0.13247016129032257,0.10344827586206896,0.12,0.0967741935483871,-0.11925016129032258,-3.3247751144399267,0.8661237368312288,0.8861943403585122,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,1.0432712643678161,0.4461292,1.2840543548387098,0.5172413793103449,0.52,0.5161290322580645,-0.8379251548387098,-1.525170680263473,0.7088849085163725,0.7452379807479814,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii,0.5096988505747126,0.2081708,0.631282741935484,0.6551724137931034,1,0.5161290322580645,-0.42311194193548396,-1.600513949309635,0.003764102114817873,0.010096236513576913,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecichinchillae,8.296551724137931e-4,0.0028416,1.8387096774193546e-5,0.09195402298850575,0.28,0.016129032258064516,0.0028232129032258065,7.195970517005494,1.300527557263477e-4,5.113032999104355e-4,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis,0.08542873563218391,0.001296,0.11935322580645161,0.19540229885057472,0.08,0.24193548387096775,-0.1180572258064516,-6.523927356974172,0.06340107778686782,0.11095188612701869,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis_CAG_32,0.02491919540229885,0,0.03496725806451613,0.11494252873563218,0,0.16129032258064516,-0.03496725806451613,-15.093758309863679,0.034989150960854934,0.06416540783236656,unchange
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii,0.29471402298850574,0.0141528,0.4078435483870968,0.6091954022988506,0.56,0.6290322580645161,-0.3936907483870968,-4.848758024174728,0.003827169015328801,0.010209113164464169,unchange
